team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,GLINT MANISA BASKET,610.1,635.0,"[24, 29, 31, 33, 34]",24|29|31|33|34,2,2,2,1,0,1,50.0,0.0,4,05:22:00,4,04:08:00,71,63,72,63,Unknownx5,5,24|29|31|33|34,1:24|1:29|1:31|1:33|1:34,"[24, 29, 31, 33, 34]","['1:24', '1:29', '1:31', '1:33', '1:34']","['Y. Onan', 'E. Mobley', 'D. Smith', 'J. Mintz', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,635.1,683.0,"[16, 24, 29, 31, 33]",16|24|29|31|33,9,9,10,7,5,2,77.77777777777777,50.0,4,04:08:00,4,01:42:00,72,63,79,68,Unknownx5,5,16|24|29|31|33,1:16|1:24|1:29|1:31|1:33,"[16, 24, 29, 31, 33]","['1:16', '1:24', '1:29', '1:31', '1:33']","['A. Çamoglu', 'Y. Onan', 'E. Mobley', 'D. Smith', 'J. Mintz']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,683.1,733.0,"[24, 29, 31, 33, 34]",24|29|31|33|34,8,8,8,7,7,0,87.5,87.5,4,01:42:00,4,00:40:70,79,68,86,75,Unknownx5,5,24|29|31|33|34,1:24|1:29|1:31|1:33|1:34,"[24, 29, 31, 33, 34]","['1:24', '1:29', '1:31', '1:33', '1:34']","['Y. Onan', 'E. Mobley', 'D. Smith', 'J. Mintz', 'K. Zemaitis']",GLINT MANISA BASKET
1,GLINT MANISA BASKET,733.1,750.0,"[24, 30, 31, 33, 34]",24|30|31|33|34,2,2,2,2,4,-2,100.0,200.0,4,00:40:70,4,00:00:00,86,75,88,79,Unknownx5,5,24|30|31|33|34,1:24|1:30|1:31|1:33|1:34,"[24, 30, 31, 33, 34]","['1:24', '1:30', '1:31', '1:33', '1:34']","['Y. Onan', 'J. Cardoso Pereira', 'D. Smith', 'J. Mintz', 'K. Zemaitis']",GLINT MANISA BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,1.0,83.0,"[5, 8, 12, 13, 21]",5|8|12|13|21,12,12,14,14,15,-1,116.66666666666667,107.14285714285714,1,10:00:00,1,04:44:00,0,0,14,15,Unknownx5,5,5|8|12|13|21,2:5|2:8|2:12|2:13|2:21,"[5, 8, 12, 13, 21]","['2:5', '2:8', '2:12', '2:13', '2:21']","['M. Agva', 'H. Vanwijn', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,83.1,101.0,"[7, 8, 12, 13, 79]",7|8|12|13|79,2,2,2,2,0,2,100.0,0.0,1,04:44:00,1,04:08:00,14,15,16,15,Unknownx5,5,7|8|12|13|79,2:7|2:8|2:12|2:13|2:79,"[7, 8, 12, 13, 79]","['2:7', '2:8', '2:12', '2:13', '2:79']","['Ö. Ilyasoglu', 'H. Vanwijn', 'M. Cazalon', 'J. Hawkins', 'A. Omic']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,101.1,119.0,"[7, 8, 11, 13, 79]",7|8|11|13|79,5,5,4,2,4,-2,40.0,100.0,1,04:08:00,1,03:03:00,16,15,18,19,Unknownx5,5,7|8|11|13|79,2:7|2:8|2:11|2:13|2:79,"[7, 8, 11, 13, 79]","['2:7', '2:8', '2:11', '2:13', '2:79']","['Ö. Ilyasoglu', 'H. Vanwijn', 'S. Griffin', 'J. Hawkins', 'A. Omic']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,119.1,173.0,"[3, 7, 11, 13, 79]",3|7|11|13|79,8,8,8,6,2,4,75.0,25.0,1,03:03:00,1,00:05:90,18,19,24,21,Unknownx5,5,3|7|11|13|79,2:3|2:7|2:11|2:13|2:79,"[3, 7, 11, 13, 79]","['2:3', '2:7', '2:11', '2:13', '2:79']","['E. Tanisan', 'Ö. Ilyasoglu', 'S. Griffin', 'J. Hawkins', 'A. Omic']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,173.1,184.0,"[3, 7, 9, 11, 79]",3|7|9|11|79,1,1,1,0,2,-2,0.0,200.0,1,00:05:90,2,10:00:00,24,21,24,23,Unknownx5,5,3|7|9|11|79,2:3|2:7|2:9|2:11|2:79,"[3, 7, 9, 11, 79]","['2:3', '2:7', '2:9', '2:11', '2:79']","['E. Tanisan', 'Ö. Ilyasoglu', 'R. Badzim', 'S. Griffin', 'A. Omic']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,184.1,246.0,"[3, 9, 11, 21, 79]",3|9|11|21|79,7,7,7,5,7,-2,71.42857142857143,100.0,2,10:00:00,2,06:28:00,24,23,29,30,Unknownx5,5,3|9|11|21|79,2:3|2:9|2:11|2:21|2:79,"[3, 9, 11, 21, 79]","['2:3', '2:9', '2:11', '2:21', '2:79']","['E. Tanisan', 'R. Badzim', 'S. Griffin', 'K. Smith Jr', 'A. Omic']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,246.1,279.0,"[5, 8, 9, 11, 21]",5|8|9|11|21,5,5,6,3,3,0,60.0,50.0,2,06:28:00,2,04:58:00,29,30,32,33,Unknownx5,5,5|8|9|11|21,2:5|2:8|2:9|2:11|2:21,"[5, 8, 9, 11, 21]","['2:5', '2:8', '2:9', '2:11', '2:21']","['M. Agva', 'H. Vanwijn', 'R. Badzim', 'S. Griffin', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,279.1,339.0,"[5, 8, 11, 12, 21]",5|8|11|12|21,12,12,11,13,10,3,108.33333333333333,90.9090909090909,2,04:58:00,2,00:27:20,32,33,45,43,Unknownx5,5,5|8|11|12|21,2:5|2:8|2:11|2:12|2:21,"[5, 8, 11, 12, 21]","['2:5', '2:8', '2:11', '2:12', '2:21']","['M. Agva', 'H. Vanwijn', 'S. Griffin', 'M. Cazalon', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,339.1,352.0,"[5, 8, 11, 13, 21]",5|8|11|13|21,1,1,2,0,0,0,0.0,0.0,2,00:27:20,3,10:00:00,45,43,45,43,Unknownx5,5,5|8|11|13|21,2:5|2:8|2:11|2:13|2:21,"[5, 8, 11, 13, 21]","['2:5', '2:8', '2:11', '2:13', '2:21']","['M. Agva', 'H. Vanwijn', 'S. Griffin', 'J. Hawkins', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,352.1,409.0,"[5, 8, 12, 13, 21]",5|8|12|13|21,10,10,9,6,3,3,60.0,33.333333333333336,3,10:00:00,3,05:42:00,45,43,51,46,Unknownx5,5,5|8|12|13|21,2:5|2:8|2:12|2:13|2:21,"[5, 8, 12, 13, 21]","['2:5', '2:8', '2:12', '2:13', '2:21']","['M. Agva', 'H. Vanwijn', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,409.1,485.0,"[7, 8, 11, 21, 79]",7|8|11|21|79,13,13,13,5,13,-8,38.46153846153846,100.0,3,05:42:00,3,01:51:00,51,46,56,59,Unknownx5,5,7|8|11|21|79,2:7|2:8|2:11|2:21|2:79,"[7, 8, 11, 21, 79]","['2:7', '2:8', '2:11', '2:21', '2:79']","['Ö. Ilyasoglu', 'H. Vanwijn', 'S. Griffin', 'K. Smith Jr', 'A. Omic']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,485.1,514.0,"[3, 7, 9, 11, 79]",3|7|9|11|79,5,5,5,5,4,1,100.0,80.0,3,01:51:00,3,00:15:40,56,59,61,63,Unknownx5,5,3|7|9|11|79,2:3|2:7|2:9|2:11|2:79,"[3, 7, 9, 11, 79]","['2:3', '2:7', '2:9', '2:11', '2:79']","['E. Tanisan', 'Ö. Ilyasoglu', 'R. Badzim', 'S. Griffin', 'A. Omic']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,514.1,529.0,"[3, 7, 8, 9, 11]",3|7|8|9|11,1,1,1,0,0,0,0.0,0.0,3,00:15:40,4,10:00:00,61,63,61,63,Unknownx5,5,3|7|8|9|11,2:3|2:7|2:8|2:9|2:11,"[3, 7, 8, 9, 11]","['2:3', '2:7', '2:8', '2:9', '2:11']","['E. Tanisan', 'Ö. Ilyasoglu', 'H. Vanwijn', 'R. Badzim', 'S. Griffin']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,529.1,557.0,"[3, 5, 8, 9, 11]",3|5|8|9|11,5,5,5,0,3,-3,0.0,60.0,4,10:00:00,4,08:10:00,61,63,61,66,Unknownx5,5,3|5|8|9|11,2:3|2:5|2:8|2:9|2:11,"[3, 5, 8, 9, 11]","['2:3', '2:5', '2:8', '2:9', '2:11']","['E. Tanisan', 'M. Agva', 'H. Vanwijn', 'R. Badzim', 'S. Griffin']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,557.1,567.0,"[3, 5, 8, 11, 13]",3|5|8|11|13,0,0,1,2,0,2,,0.0,4,08:10:00,4,07:50:00,61,66,63,66,Unknownx5,5,3|5|8|11|13,2:3|2:5|2:8|2:11|2:13,"[3, 5, 8, 11, 13]","['2:3', '2:5', '2:8', '2:11', '2:13']","['E. Tanisan', 'M. Agva', 'H. Vanwijn', 'S. Griffin', 'J. Hawkins']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,567.1,579.0,"[5, 7, 11, 13, 21]",5|7|11|13|21,2,2,2,0,2,-2,0.0,100.0,4,07:50:00,4,07:08:00,63,66,63,68,Unknownx5,5,5|7|11|13|21,2:5|2:7|2:11|2:13|2:21,"[5, 7, 11, 13, 21]","['2:5', '2:7', '2:11', '2:13', '2:21']","['M. Agva', 'Ö. Ilyasoglu', 'S. Griffin', 'J. Hawkins', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,579.1,613.0,"[5, 7, 12, 13, 21]",5|7|12|13|21,6,6,6,0,3,-3,0.0,50.0,4,07:08:00,4,05:22:00,63,68,63,71,Unknownx5,5,5|7|12|13|21,2:5|2:7|2:12|2:13|2:21,"[5, 7, 12, 13, 21]","['2:5', '2:7', '2:12', '2:13', '2:21']","['M. Agva', 'Ö. Ilyasoglu', 'M. Cazalon', 'J. Hawkins', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,613.1,625.0,"[5, 7, 8, 12, 21]",5|7|8|12|21,2,2,2,0,1,-1,0.0,50.0,4,05:22:00,4,04:35:00,63,71,63,72,Unknownx5,5,5|7|8|12|21,2:5|2:7|2:8|2:12|2:21,"[5, 7, 8, 12, 21]","['2:5', '2:7', '2:8', '2:12', '2:21']","['M. Agva', 'Ö. Ilyasoglu', 'H. Vanwijn', 'M. Cazalon', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,625.1,655.0,"[5, 8, 11, 12, 21]",5|8|11|12|21,4,4,4,1,3,-2,25.0,75.0,4,04:35:00,4,03:04:00,63,72,64,75,Unknownx5,5,5|8|11|12|21,2:5|2:8|2:11|2:12|2:21,"[5, 8, 11, 12, 21]","['2:5', '2:8', '2:11', '2:12', '2:21']","['M. Agva', 'H. Vanwijn', 'S. Griffin', 'M. Cazalon', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,655.1,685.0,"[5, 8, 9, 11, 21]",5|8|9|11|21,6,6,5,4,4,0,66.66666666666667,80.0,4,03:04:00,4,01:42:00,64,75,68,79,Unknownx5,5,5|8|9|11|21,2:5|2:8|2:9|2:11|2:21,"[5, 8, 9, 11, 21]","['2:5', '2:8', '2:9', '2:11', '2:21']","['M. Agva', 'H. Vanwijn', 'R. Badzim', 'S. Griffin', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,685.1,697.0,"[7, 8, 9, 11, 21]",7|8|9|11|21,2,2,3,2,2,0,100.0,66.66666666666667,4,01:42:00,4,01:20:00,68,79,70,81,Unknownx5,5,7|8|9|11|21,2:7|2:8|2:9|2:11|2:21,"[7, 8, 9, 11, 21]","['2:7', '2:8', '2:9', '2:11', '2:21']","['Ö. Ilyasoglu', 'H. Vanwijn', 'R. Badzim', 'S. Griffin', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,697.1,706.0,"[5, 8, 9, 11, 21]",5|8|9|11|21,1,1,1,0,0,0,0.0,0.0,4,01:20:00,4,00:52:70,70,81,70,81,Unknownx5,5,5|8|9|11|21,2:5|2:8|2:9|2:11|2:21,"[5, 8, 9, 11, 21]","['2:5', '2:8', '2:9', '2:11', '2:21']","['M. Agva', 'H. Vanwijn', 'R. Badzim', 'S. Griffin', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,706.1,750.0,"[7, 8, 9, 11, 21]",7|8|9|11|21,7,7,6,9,7,2,128.57142857142858,116.66666666666667,4,00:52:70,4,00:00:00,70,81,79,88,Unknownx5,5,7|8|9|11|21,2:7|2:8|2:9|2:11|2:21,"[7, 8, 9, 11, 21]","['2:7', '2:8', '2:9', '2:11', '2:21']","['Ö. Ilyasoglu', 'H. Vanwijn', 'R. Badzim', 'S. Griffin', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
