team_no,team_name,start_action,end_action,players_on_court,lineup_uid,possessions,poss_for,poss_against,pts_for,pts_against,net,ORtg,DRtg,start_period,start_clock,end_period,end_clock,score_start_for,score_start_against,score_end_for,score_end_against,lineup_pos_mix,lineup_size,lineup_uid_st,lineup_uid_pair,players_on_court_st,players_on_court_tokens,players_on_court_names,team_name_st
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,414.1,439.0,"[7, 8, 12, 13, 79]",7|8|12|13|79,5,5,6,2,5,-3,40.0,83.33333333333333,3,04:28:00,3,02:31:00,58,49,60,54,Unknownx5,5,7|8|12|13|79,1:7|1:8|1:12|1:13|1:79,"[7, 8, 12, 13, 79]","['1:7', '1:8', '1:12', '1:13', '1:79']","['Ö. Ilyasoglu', 'H. Vanwijn', 'M. Cazalon', 'J. Hawkins', 'A. Omic']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,439.1,469.0,"[7, 8, 9, 11, 79]",7|8|9|11|79,4,4,4,4,6,-2,100.0,150.0,3,02:31:00,3,00:27:20,60,54,64,60,Unknownx5,5,7|8|9|11|79,1:7|1:8|1:9|1:11|1:79,"[7, 8, 9, 11, 79]","['1:7', '1:8', '1:9', '1:11', '1:79']","['Ö. Ilyasoglu', 'H. Vanwijn', 'R. Badzim', 'S. Griffin', 'A. Omic']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,469.1,478.0,"[7, 9, 11, 13, 79]",7|9|11|13|79,1,1,0,0,2,-2,0.0,,3,00:27:20,3,00:04:20,64,60,64,62,Unknownx5,5,7|9|11|13|79,1:7|1:9|1:11|1:13|1:79,"[7, 9, 11, 13, 79]","['1:7', '1:9', '1:11', '1:13', '1:79']","['Ö. Ilyasoglu', 'R. Badzim', 'S. Griffin', 'J. Hawkins', 'A. Omic']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,478.1,489.0,"[4, 7, 9, 11, 13]",4|7|9|11|13,1,1,2,3,0,3,300.0,0.0,3,00:04:20,4,10:00:00,64,62,67,62,Unknownx5,5,4|7|9|11|13,1:4|1:7|1:9|1:11|1:13,"[4, 7, 9, 11, 13]","['1:4', '1:7', '1:9', '1:11', '1:13']","['E. Paltaci', 'Ö. Ilyasoglu', 'R. Badzim', 'S. Griffin', 'J. Hawkins']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
1,YUKATEL MERKEZEFENDI BELEDIYESI BASKET,489.1,657.0,"[5, 8, 11, 13, 21]",5|8|11|13|21,30,30,30,17,13,4,56.666666666666664,43.333333333333336,3,00:04:20,4,00:00:00,67,62,84,75,Unknownx5,5,5|8|11|13|21,1:5|1:8|1:11|1:13|1:21,"[5, 8, 11, 13, 21]","['1:5', '1:8', '1:11', '1:13', '1:21']","['M. Agva', 'H. Vanwijn', 'S. Griffin', 'J. Hawkins', 'K. Smith Jr']",YUKATEL MERKEZEFENDI BELEDIYESI BASKET
2,TRABZONSPOR,1.0,64.0,"[3, 9, 11, 12, 14]",3|9|11|12|14,15,15,15,7,10,-3,46.666666666666664,66.66666666666667,1,10:00:00,1,04:49:00,0,0,7,10,Unknownx5,5,3|9|11|12|14,2:3|2:9|2:11|2:12|2:14,"[3, 9, 11, 12, 14]","['2:3', '2:9', '2:11', '2:12', '2:14']","['B. Demir', 'A. Delgado Astacio', 'M. Reed', 'A. Yeboah', 'D. Grant']",TRABZONSPOR
2,TRABZONSPOR,64.1,125.0,"[3, 11, 12, 13, 14]",3|11|12|13|14,7,7,7,5,6,-1,71.42857142857143,85.71428571428571,1,04:49:00,1,01:59:00,7,10,12,16,Unknownx5,5,3|11|12|13|14,2:3|2:11|2:12|2:13|2:14,"[3, 11, 12, 13, 14]","['2:3', '2:11', '2:12', '2:13', '2:14']","['B. Demir', 'M. Reed', 'A. Yeboah', 'K. Silins', 'D. Grant']",TRABZONSPOR
2,TRABZONSPOR,125.1,166.0,"[4, 10, 11, 12, 13]",4|10|11|12|13,4,4,5,10,2,8,250.0,40.0,1,01:59:00,1,00:27:00,12,16,22,18,Unknownx5,5,4|10|11|12|13,2:4|2:10|2:11|2:12|2:13,"[4, 10, 11, 12, 13]","['2:4', '2:10', '2:11', '2:12', '2:13']","['I. Ulusoy', 'T. Tinkle', 'M. Reed', 'A. Yeboah', 'K. Silins']",TRABZONSPOR
2,TRABZONSPOR,166.1,198.0,"[4, 5, 10, 13, 14]",4|5|10|13|14,2,2,1,2,3,-1,100.0,300.0,1,00:27:00,2,10:00:00,22,18,24,21,Unknownx5,5,4|5|10|13|14,2:4|2:5|2:10|2:13|2:14,"[4, 5, 10, 13, 14]","['2:4', '2:5', '2:10', '2:13', '2:14']","['I. Ulusoy', 'O. Ulubay', 'T. Tinkle', 'K. Silins', 'D. Grant']",TRABZONSPOR
2,TRABZONSPOR,198.1,214.0,"[4, 5, 10, 11, 13]",4|5|10|11|13,3,3,3,2,6,-4,66.66666666666667,200.0,2,10:00:00,2,08:03:00,24,21,26,27,Unknownx5,5,4|5|10|11|13,2:4|2:5|2:10|2:11|2:13,"[4, 5, 10, 11, 13]","['2:4', '2:5', '2:10', '2:11', '2:13']","['I. Ulusoy', 'O. Ulubay', 'T. Tinkle', 'M. Reed', 'K. Silins']",TRABZONSPOR
2,TRABZONSPOR,214.1,234.0,"[4, 5, 9, 10, 11]",4|5|9|10|11,4,4,4,5,0,5,125.0,0.0,2,08:03:00,2,06:36:00,26,27,31,27,Unknownx5,5,4|5|9|10|11,2:4|2:5|2:9|2:10|2:11,"[4, 5, 9, 10, 11]","['2:4', '2:5', '2:9', '2:10', '2:11']","['I. Ulusoy', 'O. Ulubay', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed']",TRABZONSPOR
2,TRABZONSPOR,234.1,242.0,"[4, 5, 7, 9, 10]",4|5|7|9|10,1,1,2,0,3,-3,0.0,150.0,2,06:36:00,2,06:03:00,31,27,31,30,Unknownx5,5,4|5|7|9|10,2:4|2:5|2:7|2:9|2:10,"[4, 5, 7, 9, 10]","['2:4', '2:5', '2:7', '2:9', '2:10']","['I. Ulusoy', 'O. Ulubay', 'J. Gordon', 'A. Delgado Astacio', 'T. Tinkle']",TRABZONSPOR
2,TRABZONSPOR,242.1,287.0,"[5, 7, 9, 10, 14]",5|7|9|10|14,7,7,7,10,9,1,142.85714285714286,128.57142857142858,2,06:03:00,2,02:03:00,31,30,41,39,Unknownx5,5,5|7|9|10|14,2:5|2:7|2:9|2:10|2:14,"[5, 7, 9, 10, 14]","['2:5', '2:7', '2:9', '2:10', '2:14']","['O. Ulubay', 'J. Gordon', 'A. Delgado Astacio', 'T. Tinkle', 'D. Grant']",TRABZONSPOR
2,TRABZONSPOR,287.1,308.0,"[5, 7, 9, 10, 11]",5|7|9|10|11,4,4,3,2,6,-4,50.0,200.0,2,02:03:00,2,00:47:70,41,39,43,45,Unknownx5,5,5|7|9|10|11,2:5|2:7|2:9|2:10|2:11,"[5, 7, 9, 10, 11]","['2:5', '2:7', '2:9', '2:10', '2:11']","['O. Ulubay', 'J. Gordon', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed']",TRABZONSPOR
2,TRABZONSPOR,308.1,326.0,"[4, 5, 9, 10, 11]",4|5|9|10|11,2,2,2,0,3,-3,0.0,150.0,2,00:47:70,3,10:00:00,43,45,43,48,Unknownx5,5,4|5|9|10|11,2:4|2:5|2:9|2:10|2:11,"[4, 5, 9, 10, 11]","['2:4', '2:5', '2:9', '2:10', '2:11']","['I. Ulusoy', 'O. Ulubay', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed']",TRABZONSPOR
2,TRABZONSPOR,326.1,393.0,"[3, 9, 11, 12, 14]",3|9|11|12|14,11,11,12,6,8,-2,54.54545454545455,66.66666666666667,3,10:00:00,3,05:05:00,43,48,49,56,Unknownx5,5,3|9|11|12|14,2:3|2:9|2:11|2:12|2:14,"[3, 9, 11, 12, 14]","['2:3', '2:9', '2:11', '2:12', '2:14']","['B. Demir', 'A. Delgado Astacio', 'M. Reed', 'A. Yeboah', 'D. Grant']",TRABZONSPOR
2,TRABZONSPOR,393.1,418.0,"[4, 9, 10, 11, 12]",4|9|10|11|12,1,1,1,0,2,-2,0.0,200.0,3,05:05:00,3,04:28:00,49,56,49,58,Unknownx5,5,4|9|10|11|12,2:4|2:9|2:10|2:11|2:12,"[4, 9, 10, 11, 12]","['2:4', '2:9', '2:10', '2:11', '2:12']","['I. Ulusoy', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed', 'A. Yeboah']",TRABZONSPOR
2,TRABZONSPOR,418.1,443.0,"[4, 5, 9, 10, 11]",4|5|9|10|11,6,6,5,5,2,3,83.33333333333333,40.0,3,04:28:00,3,02:31:00,49,58,54,60,Unknownx5,5,4|5|9|10|11,2:4|2:5|2:9|2:10|2:11,"[4, 5, 9, 10, 11]","['2:4', '2:5', '2:9', '2:10', '2:11']","['I. Ulusoy', 'O. Ulubay', 'A. Delgado Astacio', 'T. Tinkle', 'M. Reed']",TRABZONSPOR
2,TRABZONSPOR,443.1,476.0,"[4, 5, 10, 11, 13]",4|5|10|11|13,4,4,5,8,4,4,200.0,80.0,3,02:31:00,3,00:04:20,54,60,62,64,Unknownx5,5,4|5|10|11|13,2:4|2:5|2:10|2:11|2:13,"[4, 5, 10, 11, 13]","['2:4', '2:5', '2:10', '2:11', '2:13']","['I. Ulusoy', 'O. Ulubay', 'T. Tinkle', 'M. Reed', 'K. Silins']",TRABZONSPOR
2,TRABZONSPOR,476.1,495.0,"[4, 5, 10, 13, 14]",4|5|10|13|14,2,2,1,0,3,-3,0.0,300.0,3,00:04:20,4,10:00:00,62,64,62,67,Unknownx5,5,4|5|10|13|14,2:4|2:5|2:10|2:13|2:14,"[4, 5, 10, 13, 14]","['2:4', '2:5', '2:10', '2:13', '2:14']","['I. Ulusoy', 'O. Ulubay', 'T. Tinkle', 'K. Silins', 'D. Grant']",TRABZONSPOR
2,TRABZONSPOR,495.1,539.0,"[5, 10, 11, 13, 14]",5|10|11|13|14,8,8,8,2,0,2,25.0,0.0,3,00:04:20,4,06:48:00,62,67,64,67,Unknownx5,5,5|10|11|13|14,2:5|2:10|2:11|2:13|2:14,"[5, 10, 11, 13, 14]","['2:5', '2:10', '2:11', '2:13', '2:14']","['O. Ulubay', 'T. Tinkle', 'M. Reed', 'K. Silins', 'D. Grant']",TRABZONSPOR
2,TRABZONSPOR,539.1,657.0,"[5, 9, 11, 12, 14]",5|9|11|12|14,22,22,22,11,17,-6,50.0,77.27272727272727,3,00:04:20,4,00:00:00,64,67,75,84,Unknownx5,5,5|9|11|12|14,2:5|2:9|2:11|2:12|2:14,"[5, 9, 11, 12, 14]","['2:5', '2:9', '2:11', '2:12', '2:14']","['O. Ulubay', 'A. Delgado Astacio', 'M. Reed', 'A. Yeboah', 'D. Grant']",TRABZONSPOR
